brand,model,version,price,caractéristiques_disponibilité,caractéristiques_carrosserie,caractéristiques_garantie,caractéristiques_nombre_de_places,caractéristiques_nombre_de_portes,motorisation_nombre_de_cylindres,motorisation_energie,motorisation_puissance_fiscale,motorisation_puissance_(ch.din),transmission_boîte,transmission_nombre_de_rapports,transmission_transmission,consommation_consommation_mixte,aides_à_la_conduite_aide_au_stationnement,equipements_extérieurs_jantes,audio_et_communication_ecran_central,equipements_intérieurs_sellerie,equipements_intérieurs_volant,equipements_intérieurs_toit,equipements_fonctionnels_frein_de_stationnement,equipements_fonctionnels_modes_de_conduite,performances_autonomie_électrique_(wltp),consommation_consommation_électrique_(wltp),consommation_temps_de_recharge_normale_(ac),consommation_temps_de_recharge_rapide_(dc)
Dfsk,DFSK Glory 580,DFSK Glory 580,,Disponible,SUV,7 ans ou 150.000 km,7,5,4,Essence,8 CV,145 CH,Automatique,,Traction,8.2 L/100 km,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 9 pouces,Similicuir | Surpiqures,Cuir | Multi-fonctions,Ouvrant,Éléctrique,Sport | Eco,,,,
Dfsk,DFSK Glory iX5,DFSK Glory iX5,,Disponible,SUV,7 ans ou 150.000 km,5,5,4,Essence,9 CV,140 CH,Automatique,,Traction,8.6 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 18'',Tactile | 10.25 pouces,Cuir | Surpiqures,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Eco | Neige,,,,
Dfsk,DFSK K01S,Simple Cabine STD,32 900 DT,Sur arrivage,Pick up,2 ans,2,2,4,Essence,5 CV,58 CH,Manuelle,5,Propulsion,7.5 L/100 km,,13'',,Tissu,,,,,,,,
Dfsk,DFSK K01S,Simple Cabine DLX,34 900 DT,Sur arrivage,Pick up,2 ans,2,2,4,Essence,5 CV,58 CH,Manuelle,5,Propulsion,7.5 L/100 km,,13'',,Tissu,,,,,,,,
Dfsk,DFSK K01H,Large Cabine 1.1 l STD,35 900 DT,Disponible,Pick up,2 ans,2,2,4,Essence,6 CV,50 CH,Manuelle,5,Propulsion,6.1 L/100 km,,13'',,Tissu,,,,,,,,
Dfsk,DFSK K01H,Large Cabine 1.1 l DLX,37 900 DT,Disponible,Pick up,2 ans,2,2,4,Essence,6 CV,50 CH,Manuelle,5,Propulsion,6.1 L/100 km,,13'',,Tissu,,,,,,,,
Dfsk,DFSK K02S,1.0 l Double Cabine STD,40 900 DT,Sur arrivage,Pick up,2 ans,5,4,4,Essence,5 CV,58 CH,Manuelle,5,Propulsion,7.5 L/100 km,,13'',,Tissu,,,,,,,,
Dfsk,DFSK K02S,1.0 l Double Cabine DLX,42 900 DT,Sur arrivage,Pick up,2 ans,5,4,4,Essence,5 CV,58 CH,Manuelle,5,Propulsion,7.5 L/100 km,,13'',,Tissu,,,,,,,,
Dfsk,DFSK C31,DFSK C31,,Disponible,Pick up,2 ans,2,2,4,Essence,7 CV,101 CH,Manuelle,5,Propulsion,8 L/100 km,,14'',,Tissu,,,,,,,,
Dfsk,DFSK C32,DFSK C32,,Disponible,Pick up,2 ans,5,4,4,Essence,7 CV,101 CH,Manuelle,5,Propulsion,8 L/100 km,,14'',,Tissu,,,,,,,,
Dongfeng,Dongfeng Box,31.4 KWH,49 990 DT,En pré-commande,Compacte,5 ans ou 150000 km | Batterie garantie 8 ans ou 200.000 km,5,5,,Electrique,3 CV,94 CH,Automatique,,Traction,,Radar de recul | Caméra de recul,17'',Tactile | 12.8 pouces,Cuir artificiel | Bi-ton,Multi-fonctions,,Éléctrique,Normal | Sport | Eco,237 km,12.09 kWh/100 km,5 heures,30 minutes
Dongfeng,Dongfeng Box,42.3 KWH Style+,56 990 DT,En pré-commande,Compacte,5 ans ou 150000 km | Batterie garantie 8 ans ou 200.000 km,5,5,,Electrique,3 CV,94 CH,Automatique,,Traction,,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 17'',Tactile | 12.8 pouces,Cuir artificiel | Bi-ton,Similicuir | Multi-fonctions | Sport | 2 branches,,Éléctrique | EPB,Normal | Sport | Eco,344 km,13.04 kWh/100 km,6 heures,30 minutes
Dongfeng,Dongfeng Shine,1.5 Mach Power,64 990 DT,Disponible,Berline,5 ans ou 150000 km,5,4,4,Essence,6 CV,117 CH,Manuelle,5,Traction,6.7 L/100 km,Caméra de recul,En aluminium | 16'',Tactile | 13 pouces,Similicuir,,,EPB,,,,,
Dongfeng,Dongfeng Shine,1.5 Mach Power BVA,72 990 DT,Disponible,Berline,5 ans ou 150000 km,5,4,4,Essence,6 CV,117 CH,Automatique,6,Traction,6 L/100 km,Radar de recul | Système de caméras 360,En aluminium | 16'',Tactile | 13 pouces,Similicuir,,Ouvrant,EPB,,,,,
Dongfeng,Dongfeng Shine Max Hybride,Dongfeng Shine Max Hybride,,Disponible,Berline,5 ans ou 150000 km | Batterie garantie 8 ans ou 200.000 km,5,4,4,Essence | Hybride,9 CV,205 CH,Automatique,,Traction,4.3 L/100 km,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 10.25 pouces,Similicuir,,Ouvrant | Panoramique,Éléctrique | EPB,Confort | Sport | Eco,,,,
Dongfeng,Dongfeng Rich 6,2.5 Turbo Diesel 4X2 Thunder,93 900 DT,Disponible,Pick up,3 ans ou 100.000 km,5,4,4,Diesel,8 CV,140 CH,Manuelle,5,Propulsion,7.3 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 9 pouces,Similicuir,Multi-fonctions,,,,,,,
Dongfeng,Dongfeng Rich 6,2.5 Turbo Diesel 4X4 Thunder,103 900 DT,Disponible,Pick up,3 ans ou 100.000 km,5,4,4,Diesel,8 CV,140 CH,Manuelle,5,Intégrale,7.3 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 9 pouces,Similicuir,Multi-fonctions,,,,,,,
Dongfeng,Dongfeng Forthing T5 EVO,Dongfeng Forthing T5 EVO,,Disponible,SUV,5 ans ou 100000 km,5,5,4,Essence,9 CV,176 CH,Automatique,7,Traction,6.9 L/100 km,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 19'',Tactile | 10.25 pouces,Similicuir perforé,Cuir | Multi-fonctions | Sport | à méplat | Avec palettes,Ouvrant | Panoramique | En verre,Éléctrique,Normal | Sport | Eco,,,,
Faw,Faw Bestune T77 Pro,1.5 l Luxury BVA,113 777 DT,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,9 CV,160 CH,Automatique,7,Traction,7.1 L/100 km,Radar de recul | Caméra de recul,En aluminium | 18'',Tactile | 12.3 pouces,Cuir perforé,Cuir | 3 branches | Multi-fonctions | Sport | à méplat,Ouvrant | Panoramique | En verre,Éléctrique,Normal | Sport | Eco,,,,
Faw,Faw Bestune T77 Pro,1.5 l Premium BVA,118 777 DT,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,9 CV,160 CH,Automatique,7,Traction,7.1 L/100 km,Radar de recul | Système de caméras 360,En aluminium | 19'',Tactile | 12.3 pouces,Cuir perforé | Surpiqures,Cuir | 3 branches | Multi-fonctions | Sport | à méplat,Ouvrant | Panoramique | En verre,Éléctrique,Normal | Sport | Eco,,,,
Faw,Faw Bestune B70,Faw Bestune B70,,Disponible,Berline,5 ans ou 150000 km,5,5,4,Essence,8 CV,169 CH,Automatique,7,Traction,6.8 L/100 km,Radar de recul | Système de caméras 360,En aluminium | 18'',Tactile | 12.3 pouces,Cuir perforé | Surpiqures,Cuir | 3 branches | Multi-fonctions | Sport | à méplat,Ouvrant | Panoramique | En verre,Éléctrique,Normal | Sport | Eco,,,,
Faw,Faw Bestune T90,Faw Bestune T90,,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,8 CV,169 CH,Automatique,7,Traction,7 L/100 km,Radar de recul | Système de caméras 360,En aluminium | 18'',Tactile | Vertical | 12.6 pouces,Similicuir,Cuir | 3 branches | Multi-fonctions | Sport | à méplat,Ouvrant | Panoramique | En verre,Éléctrique,Normal | Sport | Eco,,,,
Fiat,Fiat Fiorino Combi,Fiat Fiorino Combi,,Disponible,Monospace,3 ans,4,5 | 2 portes latérales coulissantes,4,Diesel,4 CV,75 CH,Manuelle,5,Traction,4.3 L/100 km,,En aluminium | 15'',,Tissu,,,,,,,,
Fiat,Fiat Tipo Berline,1.4 L Entry,78 500 DT,1 mois,Berline,3 ans,5,4,4,Essence,5 CV,95 CH,Manuelle,6,Traction,4.4 L/100 km,Radar de recul,En aluminium | 16'',5 pouces,Tissu,,,,,,,,
Fiat,Fiat Tipo Berline,1.4 L Mid,80 500 DT,1 mois,Berline,3 ans,5,4,4,Essence,5 CV,95 CH,Manuelle,6,Traction,4.4 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 7 pouces,Tissu,Cuir,,,,,,,
Fiat,Fiat Doblo Combi,Fiat Doblo Combi,,1 mois,Monospace,3 ans,5,5 | 2 portes latérales coulissantes,4,Diesel,5 CV,92 CH,Manuelle,5,Traction,5.3 L/100 km,Radar de recul,16'',Tactile | 10 pouces,Tissu,Multi-fonctions,,Éléctrique,,,,,
Fiat,Fiat Scudo Combi,2.0 L HDI  9 places,152 900 DT,3 mois | Sur arrivage,Monospace,3 ans,9,5 | 1 porte latérale coulissante,4,Diesel,8 CV,150 CH,Manuelle,6,Traction,5.4 L/100 km,Radar de recul,17'',,Tissu,Multi-fonctions,,,,,,,
Fiat,Fiat Scudo Combi,2.0 L HDI  Ulysse 9 places,165 000 DT,3 mois | Sur arrivage,Monospace,3 ans,9,5 | 2 portes latérales coulissantes,4,Diesel,8 CV,150 CH,Manuelle,6,Traction,5.4 L/100 km,Radar de recul,17'',,Tissu,Multi-fonctions,,,,,,,
Fiat,Fiat Doblo,1.6 L HDI Van Business,67 499 DT,Disponible,Utilitaire,3 ans,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,5 CV,92 CH,Manuelle,5,Traction,5.3 L/100 km,Radar de recul | Caméra de recul,15'',Tactile | 10 pouces,Tissu,Multi-fonctions,,Éléctrique,,,,,
Fiat,Fiat Doblo,1.6 L HDI Van Maxi Business,68 990 DT,1 mois,Utilitaire,3 ans,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,5 CV,92 CH,Manuelle,5,Traction,5.3 L/100 km,Radar de recul | Caméra de recul,16'',Tactile | 10 pouces,Tissu,Multi-fonctions,,Éléctrique,,,,,
Fiat,Fiat Ducato,Fiat Ducato,,Disponible,Utilitaire,3 ans,3,2 portes latérales coulissantes | 2 portes arrières battantes tolées | 6,4,Diesel,7 CV,140 CH,Manuelle,6,Traction,8 L/100 km,Radar de recul,,,Tissu,,,,,,,,
Fiat,Fiat Scudo Fourgon,Fiat Scudo Fourgon,,3 mois,Utilitaire,3 ans,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,8 CV,150 CH,Manuelle,6,Traction,5.5 L/100 km,Radar de recul,16'',,Tissu,Multi-fonctions,,,,,,,
Foday,Foday F22 S,Foday F22 S,,Disponible,Pick up,3 ans ou 100.000 km,2,2,4,Diesel,6 CV,138 CH,Manuelle,5,Intégrale,7.8 L/100 km,Caméra de recul,En aluminium | 17'',Tactile,Similicuir,Cuir | Multi-fonctions,,,,,,,
Foday,Foday F22 D,Foday F22 D,,2 mois,Pick up,3 ans ou 100.000 km,5,4,4,Diesel,6 CV,138 CH,Manuelle,5,Intégrale,7.8 L/100 km,Caméra de recul,En aluminium | 17'',Tactile | 7 pouces,Similicuir,Cuir | Multi-fonctions,,,,,,,
Foday,Foday F22 Max,Foday F22 Max,,Disponible,Pick up,3 ans ou 100.000 km,5,4,4,Diesel,6 CV,138 CH,Manuelle,5,Intégrale,7.8 L/100 km,Caméra de recul,En aluminium | 17'',Tactile | 8 pouces,Similicuir,Cuir | Multi-fonctions,,,,,,,
Ford,Ford Territory,1.5 L EcoBoost Titanium,124 900 DT,Sur arrivage,SUV,3 ans ou 100.000 km,5,5,4,Essence,8 CV,160 CH,Automatique,7,Traction,7.0 L/100 km,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 18'',Tactile | 12 pouces,Cuir,Cuir | Multi-fonctions,,Éléctrique,Normal | Sport | Eco | Montagne,,,,
Ford,Ford Territory,1.5 L EcoBoost Titanium X,139 900 DT,Sur arrivage,SUV,3 ans ou 100.000 km,5,5,4,Essence,8 CV,160 CH,Automatique,7,Traction,7.0 L/100 km,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 19'',Tactile | 12 pouces,Cuir perforé,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Eco | Montagne,,,,
Ford,Ford Everest,2.0 L Bi-Turbo XLT 7 places,260 000 DT,Disponible,SUV,3 ans ou 60.000 km,7,5,4,Diesel,13 CV,210 CH,Automatique,10,Intégrale,7.5 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 18'',Tactile | 10 pouces,Cuir,Cuir | Multi-fonctions,,Éléctrique,Normal | Eco | Charge lourde | Faible adhérence | Boue | Sable,,,,
Ford,Ford Everest,2.0 L Bi-Turbo Limited 7 places,285 000 DT,Sur arrivage,SUV,3 ans ou 60.000 km,7,5,4,Diesel,13 CV,210 CH,Automatique,10,Intégrale,7.5 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 21'',Tactile | 12 pouces HD,Cuir,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Eco | Charge lourde | Faible adhérence | Boue | Sable,,,,
Ford,Ford Ranger,2.0 L 170 ch 4x4 XLT BVM,155 000 DT,1 mois,Pick up,3 ans ou 60.000 km,5,4,4,Diesel,9 CV,170 CH,Manuelle,6,Intégrale,6.5 L/100 km,Radar de recul | Caméra de recul,En aluminium | 18'' | Roue de secours en Aluminium,Tactile | 10.1 pouces,Tissu,Cuir | Multi-fonctions,,,,,,,
Ford,Ford Ranger,2.0 L 170 ch 4x4 XLT BVA,170 000 DT,Disponible,Pick up,3 ans ou 60.000 km,5,4,4,Diesel,7 CV,170 CH,Automatique,6,Intégrale,7.9 L/100 km,Radar de recul | Caméra de recul,En aluminium | 18'' | Roue de secours en Aluminium,Tactile | 10.1 pouces,Tissu,Cuir | Multi-fonctions,,,,,,,
Ford,Ford Ranger,2.0 L TDCI 210 ch 4x4 Wildtrak BVA,230 000 DT,Disponible,Pick up,3 ans ou 60.000 km,5,4,4,Diesel,12 CV,210 CH,Automatique,10,Intégrale,7.5 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 18'' | Roue de secours en Aluminium | Medium Boulder Grey,Tactile | 12.1 pouces,Cuir,Cuir | Multi-fonctions,,Éléctrique,,,,,
Ford,Ford Ranger Raptor,Ford Ranger Raptor,,Disponible,Pick up,3 ans ou 60.000 km,5,4,4,Diesel,12 CV,210 CH,Automatique,10,Intégrale,8.0 L/100 km,Radar de recul | Radar avant | Radar latéral | Système de caméras 360 | Parkassist,En aluminium | 17'' | Asphalt Black Matt,Tactile | 12 pouces,Cuir/Alcantara,Cuir | Multi-fonctions,,Éléctrique,Normal | Sport | Glissant | Boue | Sable | Baja | Rochers,,,,
Ford,Ford Transit Minibus,Ford Transit Minibus,,1 mois,Minibus,2 ans,18,5 | 1 porte latérale coulissante | 2 portes arrières battantes vitrées,4,Diesel,5 CV,165 CH,Manuelle,6,Propulsion,9.7 L/100 km,Radar de recul | Radar avant | Système de caméras 360,16'',Tactile | 12.3 pouces,Tissu,Cuir | Multi-fonctions,,,,,,,
Foton,Foton Tunland G7 Simple Cabine,Foton Tunland G7 Simple Cabine,,Disponible,Pick up,3 ans ou 100.000 km,2,2,4,Diesel,9 CV,163 CH,Manuelle,6,Propulsion,7.9 L/100 km,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 8 pouces,Tissu,Cuir | Multi-fonctions,,,,,,,
Foton,Foton Tunland G7 Double Cabine,Foton Tunland G7 Double Cabine,,Disponible,Pick up,3 ans ou 100.000 km,5,4,4,Diesel,7 CV,163 CH,Manuelle,6,Intégrale,7.9 L/100 km,Radar de recul | Caméra de recul,En aluminium | 18'' | Bi-ton,Tactile | 8 pouces,Similicuir,Cuir | Multi-fonctions,,,,,,,
Foton,Foton TM5 3.4T Chassis Cabine,Foton TM5 3.4T Chassis Cabine,,Disponible,Pick up,1 an,2,2,4,Diesel,7 CV,88 CH,Manuelle,5,Propulsion,8 L/100 km,,15'',,Tissu,,,,,,,,
Foton,Foton View CS2 Van 16 places,Foton View CS2 Van 16 places,,Disponible,Minibus,3 ans ou 100.000 km,16,3 | 1 porte latérale coulissante,4,Diesel,7 CV,137 CH,Manuelle,6,Traction,9.4 L/100 km,Radar de recul | Caméra de recul,En aluminium | 15'',Tactile | 8 pouces,Tissu,,,,,,,,
Gac-Motor,GAC Emzoom,1.5T GDI Lifestyle BVA,95 900 DT,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,9 CV,170 CH,Automatique,7,Traction,5.9 L/100 km,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 18'',Tactile | 10.1 pouces,Similicuir,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Eco,,,,
Gac-Motor,GAC Emzoom,1.5T GDI GL BVA,105 900 DT,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,9 CV,170 CH,Automatique,7,Traction,5.9 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 18'',Tactile | 10.1 pouces,Similicuir,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Eco,,,,
Gac-Motor,GAC Emzoom,1.5T GDI R-Style BVA,108 900 DT,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,9 CV,170 CH,Automatique,7,Traction,5.9 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 19'',Tactile | 10.1 pouces,Similicuir,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Eco | Sport Plus,,,,
Gac-Motor,GAC Emkoo,GAC Emkoo,,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,9 CV,170 CH,Automatique,7,Traction,6.6 L/100 km,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 19'',Tactile | 10.1 pouces,Similicuir,Cuir | Multi-fonctions,Panoramique,Éléctrique,Normal | Sport | Eco,,,,
Gac-Motor,GAC GA4,GAC GA4,,Disponible,Berline,5 ans ou 150000 km,5,4,4,Essence,6 CV,107 CH,Automatique,,Traction,6.9 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile,Similicuir,Cuir | Multi-fonctions,,Éléctrique,,,,,
Geely,Geely EX2,Geely EX2,,En pré-commande,Compacte,Batterie garantie 8 ans ou 200.000 km | 6 ans ou 200.000 km,5,5,,Electrique,3 CV,115 CH,Automatique,,Propulsion,,Radar de recul | Système de caméras 540°,En aluminium | 16'',Tactile | 14.6 pouces,Similicuir,Similicuir | Multi-fonctions | Sport,,Éléctrique,Normal | Sport | Eco,325 km,12.04 kWh/100 km,6.5 heures,21 minutes
Geely,Geely GX3 Pro,1.5 L BVM,62 300 DT,2 mois,SUV,4 ans,5,5,4,Essence,5 CV,103 CH,Manuelle,5,Traction,6.5 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 8 pouces,Similicuir | Surpiqures,Cuir | Multi-fonctions | Sport,Ouvrant,,,,,,
Geely,Geely GX3 Pro,1.5 L CVT,68 800 DT,2 mois,SUV,4 ans,5,5,4,Essence,6 CV,103 CH,Automatique,7,Traction,6.5 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 8 pouces,Similicuir | Surpiqures,Cuir | Multi-fonctions | Sport,Ouvrant,,Confort | Sport | Eco,,,,
Geely,Geely Emgrand,1.5 L GL,67 800 DT,Disponible,Berline,4 ans ou 150.000 km,5,4,4,Essence,6 CV,122 CH,Manuelle,5,Traction,6.4 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 8 pouces,Tissu,Cuir | Multi-fonctions | Sport,,,,,,,
Geely,Geely Emgrand,1.5 L GF BVA,74 800 DT,Disponible,Berline,4 ans ou 150.000 km,5,4,4,Essence,6 CV,122 CH,Automatique,6,Traction,6.4 L/100 km,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 12.3 pouces,Cuir | Nappa | Surpiqures,Cuir | Multi-fonctions | Sport,Ouvrant,Éléctrique,,,,,
Geely,Geely Coolray,1.5 L,72 800 DT,Disponible,SUV,6 ans ou 200.000 km,5,5,4,Essence,6 CV,122 CH,Manuelle,5,Traction,6.4 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 8 pouces,Similicuir | Surpiqures,Multi-fonctions,,,,,,,
Geely,Geely Coolray,1.5 L Turbo GS,79 900 DT,Disponible,SUV,5 ans ou 150000 km,5,5,3,Essence,10 CV,177 CH,Automatique,7,Traction,6.4 L/100 km,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 10 pouces,Cuir/Tissu,Multi-fonctions | Sport,,Éléctrique,Confort | Sport | Eco,,,,
Geely,Geely Coolray,1.5 L Turbo GF+,91 800 DT,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,9 CV,171 CH,Automatique,7,Traction,6.4 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 18'',Tactile | 12.3 pouces,Cuir,Cuir | Multi-fonctions | Sport,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Adaptative,,,,
Geely,Geely EX5,Geely EX5,,Disponible,SUV,6 ans ou 150.000 km | Batterie garantie 8 ans ou 150000 km,5,5,,Electrique,5 CV,218 CH,Automatique,,Traction,,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière,En aluminium | 19'',Tactile | 15.4 pouces,Cuir,Cuir | Chauffant | Multi-fonctions | Sport,Panoramique,Éléctrique,Normal | Sport | Eco,425 km,15.8 kWh/100 km,6.5 heures,20 minutes
Geely,Geely Cityray,Geely Cityray,,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,9 CV,172 CH,Automatique,7,Traction,6.3 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Détection du trafic en marche arrière,En aluminium | 19'',Tactile | 13.2 pouces,Cuir perforé,Cuir | Multi-fonctions | Sport,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Intelligent,,,,
Geely,Geely Geometry C,Geely Geometry C,,Disponible,SUV,5 ans ou 150000 km,5,5,,Electrique,4 CV,204 CH,Automatique,,Traction,,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 18'',Tactile | 12.3 pouces,Cuir artificiel,Cuir | Multi-fonctions | Sport,Panoramique,Éléctrique,Sport | Eco | Eco +,460 km,16.5 kWh/100 km,8 heures,45 minutes
Geely,Geely Azkarra,Geely Azkarra,,Disponible,SUV,5 ans ou 150000 km,5,5,3,Essence | Hybride léger,9 CV,149 CH,Automatique,7,Intégrale,5.8 L/100 km,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 18'',Tactile | 12.3 pouces,Cuir | Nappa,Cuir | Multi-fonctions | Sport,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Offroad,,,,
Geely,Geely Starray,Geely Starray,,Disponible,SUV,6 ans ou 200.000 km,5,5,4,Essence,9 CV,174 CH,Automatique,7,Traction,6.3 L/100 km,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 20'',Tactile | 13.2 pouces,Cuir artificiel,Cuir | Multi-fonctions | Sport,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Intelligent,,,,
Geely,Geely Tugella,Geely Tugella,,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,14 CV,238 CH,Automatique,8,Intégrale,8.1 L/100 km,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 20'',Tactile | 12.3 pouces,Cuir artificiel,Cuir | Multi-fonctions | Sport,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Offroad | Sable,,,,
Geely,Geely Monjaro,Geely Monjaro,,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,14 CV,238 CH,Automatique,8,Intégrale,8.5 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 20'',Tactile | 12.3 pouces,Cuir artificiel,Cuir | Multi-fonctions | Sport,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco | Offroad | Sable | Neige | Intelligent,,,,
Great-Wall,GWM Tank 300 HEV,GWM Tank 300 HEV,,En pré-commande,SUV,5 ans ou 150000 km | Batterie garantie 8 ans ou 150000 km,5,5,4,Essence | Hybride,14 CV,350 CH,Automatique,9,Intégrale,8.4 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 18'',Tactile | 12.3 pouces,Similicuir,Cuir | Multi-fonctions | Avec palettes,Ouvrant,Éléctrique,Normal | Sport | Eco | Boue | Sable | Neige | Expert,,,,
Great-Wall,GWM Tank 500 HEV,GWM Tank 500 HEV,,En pré-commande,SUV,5 ans ou 150000 km | Batterie garantie 8 ans ou 150000 km,7,5,4,Essence | Hybride,14 CV,350 CH,Automatique,9,Intégrale,8.5 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 20'',Tactile | 14.6 pouces,Cuir | Nappa,Cuir | Multi-fonctions | Avec palettes,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Eco | Boue | Sable | Neige | Expert,,,,
Great-Wall,GWM Haval Jolion,GWM Haval Jolion,,Disponible,SUV,5 ans ou 150000 km,5,5,4,Essence,9 CV,143 CH,Automatique,7,Traction,8.1 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,En aluminium | 18'',Tactile | 12.3 pouces,Similicuir,Cuir | Multi-fonctions | Avec palettes,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Eco | Winter,,,,
Great-Wall,GWM Haval H6 Hybride,GWM Haval H6 Hybride,,Disponible,SUV,7 ans ou 200000 km | Batterie garantie 8 ans ou 160.000 KM,5,5,4,Essence | Hybride,8 CV,240 CH,Automatique,,Traction,5.2 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Détection du trafic en marche arrière,En aluminium | 19'',Tactile | 14.6 pouces,Similicuir,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Eco | Neige,,,,
Great-Wall,GWM Wingle 5 Simple Cabine,GWM Wingle 5 Simple Cabine,,Disponible,Pick up,3 ans ou 100.000 km,2,2,4,Diesel,7 CV,143 CH,Manuelle,6,Intégrale,8.7 L/100 km,Radar de recul,En aluminium | 16'',Oui,Similicuir,Multi-fonctions,,,,,,,
Great-Wall,GWM Wingle 5 Double Cabine,GWM Wingle 5 Double Cabine,,Disponible,Pick up,3 ans ou 100.000 km,5,4,4,Diesel,7 CV,143 CH,Manuelle,6,Propulsion,8.2 L/100 km,Radar de recul,En aluminium | 16'',Tactile | 7 pouces,Similicuir,,,,,,,,
Great-Wall,GWM Poer MT,GWM Poer MT,,Disponible,Pick up,3 ans ou 100.000 km,5,5,4,Diesel,11 CV,163 CH,Manuelle,6,Intégrale,10.4 L/100 km,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 9 pouces,Similicuir,Multi-fonctions,,,,,,,
Great-Wall,GWM Poer AT,GWM Poer AT,,Disponible,Pick up,3 ans ou 100.000 km,5,5,4,Diesel,7 CV,163 CH,Automatique,8,Intégrale,10.4 L/100 km,Radar de recul | Système de caméras 360,En aluminium | 18'',Tactile | 9 pouces,Similicuir,Cuir | Multi-fonctions | Avec palettes,,Éléctrique,,,,,
